Load-Factor,Hashing-type,Search-type,Search-count
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,15
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,7
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,6
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,23
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,16
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,16
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,11
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,19
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,25
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,44
1.00,double-hashing,unsuccessful,13
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,24
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,10
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,19
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,5
1.00,chaining,successful,2
1.00,linear-probing,successful,2
1.00,double-hashing,successful,7
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,10
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,8
1.00,chaining,successful,2
1.00,linear-probing,successful,5
1.00,double-hashing,successful,3
1.00,chaining,successful,2
1.00,linear-probing,successful,5
1.00,double-hashing,successful,6
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,4
1.00,chaining,successful,2
1.00,linear-probing,successful,2
1.00,double-hashing,successful,5
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,28
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,27
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,3
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,4
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,7
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,67
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,31
1.00,double-hashing,unsuccessful,11
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,14
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,11
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,7
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,6
1.00,double-hashing,unsuccessful,10
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,6
1.00,double-hashing,unsuccessful,5
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,3
1.00,linear-probing,successful,4
1.00,double-hashing,successful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,7
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,8
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,13
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,33
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,6
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,4
1.00,chaining,successful,2
1.00,linear-probing,successful,3
1.00,double-hashing,successful,6
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,10
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,7
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,7
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,7
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,4
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,12
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,3
1.00,double-hashing,successful,1
1.00,chaining,successful,2
1.00,linear-probing,successful,4
1.00,double-hashing,successful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,18
1.00,double-hashing,unsuccessful,9
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,11
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,12
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,2
1.00,linear-probing,successful,2
1.00,double-hashing,successful,4
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,57
1.00,double-hashing,unsuccessful,6
1.00,chaining,successful,2
1.00,linear-probing,successful,2
1.00,double-hashing,successful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,11
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,10
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,3
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,11
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,5
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,8
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,6
1.00,double-hashing,unsuccessful,16
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,6
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,7
1.00,double-hashing,unsuccessful,13
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,8
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,4
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,32
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,3
1.00,chaining,successful,2
1.00,linear-probing,successful,2
1.00,double-hashing,successful,4
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,3
1.00,linear-probing,unsuccessful,9
1.00,double-hashing,unsuccessful,6
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,8
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,11
1.00,double-hashing,unsuccessful,5
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,2
1.00,linear-probing,unsuccessful,2
1.00,double-hashing,unsuccessful,3
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,3
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,4
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,3
1.00,double-hashing,unsuccessful,1
1.00,chaining,successful,1
1.00,linear-probing,successful,1
1.00,double-hashing,successful,1
1.00,chaining,unsuccessful,1
1.00,linear-probing,unsuccessful,1
1.00,double-hashing,unsuccessful,1
1.00,chaining,unsuccessful,3
